type,name,year,asset_id,title,artist
life_of_rights,Established Rock Catalog Featuring Tantric,,4006,123.0,
10_year,"Music Used In Netflix's ""Ask The Storybots""",,4805,28.0,
life_of_rights,"Songwriter Royalties - The Game, Machine Gun Kelly, & Others",,4247,11.0,
30_year,Songwriter Royalties for Music Library Catalog,,4786,189.0,
partial_10_year,Pop & Hip-Hop With International Influence,,2794,12.0,
life_of_rights,Electronic/Dance Royalties from RUNAGROUND,,4782,3.0,
life_of_rights,"Classic R&B/Soul Hits & ""Bittersweet"" - Songwriter Royalties",,4720,94.0,
life_of_rights,Al Green & New Kids On The Block: Songwriter Royalties,,4779,24.0,
10_year,Damedot: Hip-Hop Songwriter Royalties,,4785,15.0,
partial_30_year,Streaming Royalties from Punk Rock Icons The Misfits,,3648,45.0,
life_of_rights,"BOE Sosa, Mozzy, & Chito Rana$ - Publishing Royalties",,4783,50.0,
partial_10_year,Christina Perri Performance Royalties,,3478,4.0,
life_of_rights,Diverse Catalog Placed in TV/Film,,4780,269.0,
life_of_rights,"""Boys"" by Dean Brody + More - Songwriter Royalties",,4781,36.0,
life_of_rights,TV Placements Created by Xzibit & 21 The Producer,,4774,97.0,
life_of_rights,Publishing Royalties featuring KYLE,,4765,25.0,
life_of_rights,"""American Nights"" by Lee Brice + More - Songwriter Royalties",,4775,4.0,
life_of_rights,Publishing Royalties - 90s Kids by Jax,,4742,2.0,
life_of_rights,"Songwriter Royalties: ""Then Leave"" by Beatking feat. Queendom Come",,4748,3.0,
30_year,Lecrae Hits & More Assorted Hip-Hop,,4743,51.0,
life_of_rights,Set It Off: Growing Punk-Rock Royalties,,4761,53.0,
life_of_rights,"Future, Juice WRLD & Ugly God Royalties",,4749,4.0,
30_year,"Publishing Royalties: ""Texas Flood""",,4762,2.0,
life_of_rights,Theme Music from ABC’s America This Morning,,4660,57.0,
life_of_rights,"Diverse International Catalog: R&B, K-Pop, + More",,4740,20.0,
life_of_rights,Music Featured in Reality TV Franchises,,4435,2293.0,
life_of_rights,Songwriter Royalties Feat. KYLE,,4754,21.0,
30_year,"""Texas Flood"" - Publishing Royalties",,4699,2.0,
life_of_rights,"""Drankin N Smokin"" by Future & Lil Uzi Vert + More",,4717,9.0,
life_of_rights,"""I Wish"" by Skee-Lo",,4738,26.0,
life_of_rights,Established Global Electronic & Pop,,3999,6.0,
30_year,Choices (Yup) & more E-40 classic tracks - Songwriter Royalties,,4727,6.0,
life_of_rights,"""Fly"" By Nicki Minaj Feat. Rihanna - Publishing Royalties",,4746,8.0,
life_of_rights,"Dance/Electronic - Hayden James, DJ Snake, Flume + More",,4731,83.0,
life_of_rights,"Mozzy, Chito Rana$, & More Lyrical Hip-Hop",,4744,47.0,
life_of_rights,"""Dive In"" By Trey Songz - Producer Royalties",,4706,6.0,
life_of_rights,"Music In The Award-Winning ""Shrek"" Film Franchise",,4220,768.0,
life_of_rights,Keeping Up With The Kardashians & More TV Music,,4739,410.0,
life_of_rights,Music From Reality TV & NBA Programming,,4736,163.0,
life_of_rights,"Songwriter Royalties - Mark Battles, Dave East, & More",,4730,41.0,
10_year,Hip-Hop Songwriter Royalties Feat. DaBaby,,4714,10.0,
10_year,"""Lonely"" By DaBaby Feat. Lil Wayne + More",,4715,5.0,
30_year,Chill Low-Fi Royalties from Smeyeul,,4734,81.0,
life_of_rights,Swedish Hip-Hop Feat. Stress,,4719,13.0,
life_of_rights,"""Famous For (I Believe)"" By Tauren Wells - Publishing Royalties",,4729,4.0,
life_of_rights,Pop from Kristinia DeBarge and More,,4045,30.0,
life_of_rights,International Pop Songwriter Royalties,,4691,2.0,
life_of_rights,"NBA YoungBoy - ""Freeddawg"" + More - Songwriter Royalties",,4141,19.0,
30_year,"""Halle Berry (She's Fine)"" & More Hip Hop - Songwriter Royalties",,4693,34.0,
life_of_rights,Rock Band - Yellowcard Publishing Royalties,,4642,59.0,
life_of_rights,"Nicki Minaj, Meek Mill, T-Pain & more Hip Hop",,4700,14.0,
life_of_rights,"""Eyes Closed"" + More from 2 Pistols - Publishing Royalties",,4358,13.0,
life_of_rights,Latin Trap Hits - Songwriter Royalties,,4681,73.0,
life_of_rights,"Songwriter Royalties - Mark Battles, Dave East, & More",,4617,41.0,
30_year,"KYLE feat. Kehlani: ""Playinwitme""",,4694,2.0,
30_year,"""iSpy"" by Kyle feat. Lil Yachty",,4682,5.0,
life_of_rights,"""Playinwitme"" by KYLE feat. Kehlani",,4698,2.0,
life_of_rights,Songwriter Royalties Feat. Lil Durk,,4684,55.0,
life_of_rights,"Publishing Royalties - Yellowcard Album ""Southern Air""",,4687,13.0,
30_year,"""Texas Flood"" by Stevie Ray Vaughan - Songwriter Royalties",,4683,5.0,
life_of_rights,"""Booty Me Down"" & More Party Hits - Songwriter Royalties",,4689,10.0,
30_year,"""Dysfunctional"" & More Tech N9ne - Songwriter Royalties",,4658,17.0,
10_year,Songwriter Royalties from Damedot,,4653,2.0,
life_of_rights,Music From Star Trek Franchise,,4664,287.0,
life_of_rights,"Tauren Wells: ""Famous For (I Believe)""",,4645,3.0,
life_of_rights,"Songwriter Royalties - Eric Bellinger, Waka Flocka Flame, & Trey Songz",,4667,7.0,
life_of_rights,Yelawolf & Caskey - Publishing Royalties,,4665,4.0,
30_year,"""All The Way Up"" - Fat Joe & Remy Ma",,4586,80.0,
life_of_rights,"Chris Brown's Platinum Hit ""Fine China"" + More",,4629,20.0,
life_of_rights,"Songwriter Royalties: Jason Derulo, DaniLeigh & More",,4646,24.0,
10_year,"Travis Scott's Hit Single ""FRANCHISE"" - Songwriter Royalties",,4654,4.0,
30_year,"""Fly"" by Nicki Minaj (Feat. Rihanna) - Songwriter Royalties",,4651,3.0,
life_of_rights,"""Livin' It Up"" From Next Friday & More 90's Hip-Hop",,4647,127.0,
life_of_rights,Catalog Featuring Grammy-Winning EDM Artists,,3146,10.0,
10_year,Songwriter Royalties Featuring Damedot,,4643,4.0,
30_year,Central Intelligence + More Film Placements From The High Decibles,,4637,47.0,
life_of_rights,Yelawolf Caskey Songwriter Royalties,,4649,4.0,
30_year,Contemporary Christian - Public Performance Publishing Royalties,,4636,24.0,
life_of_rights,"Pop Music from Gabbie Hanna, Kenzie + More",,4644,36.0,
life_of_rights,Future & YoungBoy NBA Songwriter Royalties,,4634,5.0,
life_of_rights,"Songwriter Royalties - Eric Bellinger, Waka Flocka Flame, & Trey Songz",,4613,7.0,
30_year,"Dem Franchize Boyz ""Lean Wit It Rock Wit It"" + More",,4626,17.0,
30_year,Contemporary Worship Music by Joel Vaughn,,4635,31.0,
life_of_rights,"Publishing Royalties - Kid Ink, MGK, Wiz Khalifa + More",,4638,23.0,
life_of_rights,"Music From ""Sons of Anarchy"" and ""F Is For Family""",,4630,154.0,
life_of_rights,Cage The Elephant Publishing Royalties,,4633,46.0,
30_year,"Royalties Featuring Birdman, NBA YoungBoy and Young Thug",,4628,8.0,
life_of_rights,"NBA YoungBoy - ""Self Control"" + More - Songwriter Royalties",,4055,8.0,
10_year,Do Or Die - Songwriter Royalties,,4621,7.0,
life_of_rights,"""Dive In"" by Trey Songz - Songwriter Royalties",,4604,9.0,
life_of_rights,Sanctus Real’s “Lead Me” & More,,4620,62.0,
30_year,The High Decibels: Central Intelligence + More Film Placements,,4619,48.0,
life_of_rights,K-Pop From Taeyeon - Performance Royalties,,4614,12.0,
30_year,Lo-Fi Hip-Hop Royalties Featuring Smeyeul,,4618,9.0,
30_year,"""Ocean Avenue"" + More Yellowcard Hits",,4595,16.0,
life_of_rights,Theme Music from ABC’s America This Morning,,4504,55.0,
life_of_rights,One Direction - Producer Royalties,,4570,56.0,
life_of_rights,"Songwriter Royalties - Mark Battles, Dave East, & More",,4610,41.0,
life_of_rights,"NBA YoungBoy, Queen Naija, & Lil Durk - Publishing Royalties",,4572,6.0,
life_of_rights,"""Bags"" By Kevin Gates - Publishing Royalties",,4576,2.0,
life_of_rights,K-Pop From Taeyeon - Performance Royalties,,4512,12.0,
life_of_rights,"Music Placed in TV - Storybots, Ginny & Georgia + More",,4609,131.0,
life_of_rights,K-Pop Featuring LOONA and AAA,,4608,56.0,
life_of_rights,"""Up"" By Cardi B - Producer Royalties",,4589,8.0,
life_of_rights,Producer Royalties: Country Hits From Kane Brown,,4602,7.0,
partial_10_year,Royalties from Rick Ross and more,,3484,16.0,
life_of_rights,"""Dive In"" by Trey Songz - Songwriter Royalties",,4251,9.0,
10_year,Songwriter Royalties - Reality TV Franchises,,4581,530.0,
partial_10_year,Commercial Music Placed in Film,,2793,8.0,
life_of_rights,"Songwriter Royalties - Mark Battles, Dave East, & More",,4591,41.0,
life_of_rights,Dave East & Mark Battles - Publishing Royalties,,4593,97.0,
life_of_rights,Streaming-Heavy Hip-Hop from YFN Lucci & Gucci Mane,,4590,12.0,
life_of_rights,"""Save The Best For Last"" By Vanessa Williams",,4560,73.0,
10_year,Songwriter Royalties from Xzibit and G-Unit,,4566,3.0,
life_of_rights,Cues From Barbie Dreamhouse Adventures,,4567,71.0,
life_of_rights,Songwriter Royalties: Machine Gun Kelly,,4042,3.0,
life_of_rights,Songwriter Royalties from Drakeo The Ruler,,4574,39.0,
life_of_rights,"Publishing: NBA YoungBoy's ""Carter Son""",,4569,2.0,
partial_10_year,"Mac Miller - ""Someone Like You"" + More",,3990,26.0,
life_of_rights,"Publishing Royalties - Kate Earl's Album ""Tongue Tied""",,4500,12.0,
life_of_rights,Swedish Hip-Hop Royalties From Kartellen,,4558,13.0,
10_year,"NBA YoungBoy - ""Bring Em Out"" & ""Off 1Tenth""",,4544,2.0,
life_of_rights,Quando Rondo + OMB Peezy - Publishing Royalties,,4101,17.0,
partial_30_year,"""Fine China"" by Future and Juice WRLD + more",,4469,3.0,
10_year,NBA YoungBoy & Fredo Bang - Songwriter Royalties,,4545,14.0,
10_year,"Rich The Kid, Gunna, 21 Savage + More",,4547,23.0,
life_of_rights,"Dance Music: DJ Cassidy, R. Kelly, Robin Thicke",,4404,96.0,
10_year,"""Sit Next To Me"" by Foster The People + More",,4539,10.0,
30_year,Established Synth-Pop Catalog - Songwriter Royalties,,4515,66.0,
life_of_rights,"G-Eazy's ""Down"" - Publishing Royalties",,4540,2.0,
10_year,Hip-Hop Publishing Royalties Featuring Matt Ox,,4543,14.0,
life_of_rights,"Songwriter Royalties - Chris Brown, Lotto, + More",,4525,13.0,
30_year,"YoungBoy Never Broke Again, Queen Naija, & Lil Durk",,4537,9.0,
life_of_rights,"Travis Scott, 50 Cent, ILOVEMAKONNEN ft. Drake - Songwriter Royalties",,4501,67.0,
30_year,Reggaeton Icons - Wisin & Yandel Songwriter Royalties,,4287,176.0,
partial_10_year,2X Platinum Hip-Hop Publishing Royalties,,3774,3.0,
life_of_rights,"Shakira's 20-Year-Old ""Ojos Así""",,3763,9.0,
partial_10_year,"Nicki Minaj's ""Win Again"" & More",,4521,64.0,
partial_10_year,"Publishing Royalties: T.I., Meek Mill, Yo Gotti",,3905,14.0,
life_of_rights,"Music Composed For TV Sitcom ""Married... with Children""",,4526,171.0,
life_of_rights,"Beyoncé, Rita Ora, Kylie Minogue & More",,4038,71.0,
life_of_rights,Drakeo The Ruler - Publishing Royalties,,4518,26.0,
life_of_rights,Global Pop Catalog,,3126,25.0,
life_of_rights,"New Kids on The Block, Akon + More - Publishing Royalties",,4146,6.0,
10_year,"Songwriter Royalties - ""High Right Now"" by Tyla Yaweh + more",,4463,6.0,
partial_10_year,"Nicki Minaj's ""Win Again"" & More",,3683,64.0,
life_of_rights,Yellowcard's Hopeless Records Royalties,,4514,131.0,
life_of_rights,Pop Music Placed in TV/Film: Naomi August,,4484,24.0,
life_of_rights,"""She Got The Best Of Me"" by Luke Combs - Songwriter Royalties",,4151,2.0,
life_of_rights,"Songwriter Royalties - Arlissa, Alan Walker, A$AP Rocky + More",,4505,5.0,
partial_10_year,Music From Popular Children’s TV Series,,4472,69.0,
partial_30_year,"""Lola's Theme"" by the Shapeshifters",,4387,4.0,
life_of_rights,K-Pop From Taeyeon - Performance Royalties,,4485,12.0,
life_of_rights,"Jason Derulo, Pitbull, & Camila Cabello - Producer Royalties",,4466,3.0,
life_of_rights,"Publishing Royalties: Ray J's ""Sexy Can I""",,4229,3.0,
10_year,"Film/TV Music: Austin And Ally, Four Weddings, + More",,4497,127.0,
life_of_rights,Songwriter Royalties from Latin Metal Group iLL Niño,,4494,21.0,
life_of_rights,"Publishing Royalties - Shakewell, Pouya, + More",,4490,10.0,
life_of_rights,Anarbor: Alt-Rock Performance Royalties,,3996,52.0,
life_of_rights,Songwriter Royalties: YoungBoy Never Broke Again Hits,,4475,4.0,
life_of_rights,"Contemporary Christian: Josh Wilson, Lauren Daigle, & More",,4483,42.0,
30_year,Songwriter Royalties - Pop Catalog Featuring Kate Earl,,4482,24.0,
life_of_rights,K-Pop From Taeyeon - Performance Royalties,,4470,12.0,
life_of_rights,"Producer Royalties: ""No Lie"" From Sean Paul Ft. Dua Lipa",,4479,2.0,
life_of_rights,Hip-Hop Royalties Featuring City Girls,,3853,4.0,
life_of_rights,"Diverse Publishing Catalog Featuring Demi Lovato's ""Concentrate""",,4478,88.0,
life_of_rights,Top K-Pop Artists - Performance Royalties,,4413,34.0,
10_year,Songwriter Royalties Featuring Cyndi Lauper,,4473,45.0,
10_year,Diverse International Catalog - Publishing Royalties,,4420,120.0,
life_of_rights,"Golden Oldies: ""(Today I Met) The Boy I'm Gonna Marry"" & More",,4468,70.0,
life_of_rights,“The King of Queens” — Theme Music & More,,4465,320.0,
30_year,There For Tomorrow - Alternative Rock Songwriter Royalties,,4460,81.0,
30_year,"""Fine China"" by Future and Juice WRLD + more",,4446,3.0,
life_of_rights,Streaming-Heavy Publishing Royalties Featuring Pouya,,4462,40.0,
life_of_rights,"Jason Aldean's ""Ride All Night,""  Tyler Farr  + More - Songwriter Royalties",,4137,7.0,
life_of_rights,K-Pop From Taeyeon - Performance Royalties,,4459,12.0,
life_of_rights,Songwriter Royalties: YoungBoy Never Broke Again,,3794,3.0,
partial_10_year,Hip-Hop Royalties from Shonlock,,3173,28.0,
life_of_rights,International Dance & Hip-Hop Catalog,,4415,137.0,
10_year,"Kevin Gates' ""Changing Lanes"" + more",,4204,2.0,
life_of_rights,"Production Music from ""Love Don't Cost A Thing"", ""The Game"", + more",,4430,54.0,
partial_30_year,Legendary Hip-Hop: Ja Rule,,4009,109.0,
partial_10_year,"""I Wanna Be A Cowboy"" From Boys Don't Cry",,4010,14.0,
life_of_rights,Songwriter Royalties: Hit K-Pop Artists,,4414,34.0,
partial_30_year,"""Animal Style"" and ""Shakedown"" by Jackal",,4428,3.0,
30_year,"Music From Disney Sitcom ""Raven's Home"" + more",,4424,10.0,
life_of_rights,"Buffet Boys Writer Share ft Pouya, Shakewell , & Bexey",,4406,10.0,
life_of_rights,Swedish Hip-Hop Featuring Kartellen,,4383,109.0,
life_of_rights,"Skee-Lo's Iconic, Grammy-Nominated Hit ""I Wish""",,4405,64.0,
30_year,"""Animal Style"" and ""Shakedown"" by Jackal",,4410,3.0,
life_of_rights,Producer Royalties: Country Hits From Kane Brown,,4407,7.0,
partial_10_year,"Southern Hip-Hop: Huey's ""Pop, Lock & Drop It""",,4053,77.0,
life_of_rights,"Rod Wave, JayDaYoungan, + More - Songwriter Royalties",,4144,9.0,
life_of_rights,Streaming-Heavy Hip-Hop - Chief Keef & More,,4396,5.0,
10_year,"Cues from Four Weddings, Chicago PD, & The Office",,4382,92.0,
life_of_rights,Publishing Royalties Featuring Youngboy and Yungeen Ace,,4397,4.0,
life_of_rights,Youngboy and Yungeen Ace - Songwriter Royalties,,4398,5.0,
30_year,Streaming-Heavy Royalties Featuring Pouya,,4391,14.0,
life_of_rights,Streaming-Driven Hip-Hop: Kevin Gates & Migos,,3641,18.0,
life_of_rights,Quando Rondo + More - Songwriter Royalties,,4134,10.0,
life_of_rights,Hip-Hop Songwriting Royalties - Amir Obè,,4190,33.0,
life_of_rights,"Drake, Megan Thee Stallion, & Big Freedia",,4370,12.0,
life_of_rights,R&B Tracks from Tank,,4026,3.0,
life_of_rights,Songwriter Royalties: Luh Soldier & More,,4205,50.0,
life_of_rights,"Jason Derulo, Pitbull, & Camila Cabello - Producer Royalties",,4359,3.0,
life_of_rights,Publishing Royalties: Head & The Heart Indie-Folk + More,,4356,17.0,
30_year,"""Lola's Theme"" by the Shapeshifters",,4368,4.0,
life_of_rights,"Jermaine Dupri, Bow Wow & Jagged Edge",,4334,28.0,
life_of_rights,Publishing Royalties: Harry Styles' Debut Album,,4355,8.0,
life_of_rights,"Producer Royalties:  Jason Derulo, Pitbull, & Camila Cabello",,4338,3.0,
partial_10_year,Hip-Hop Royalties Featuring Lil Rob,,3324,146.0,
30_year,"Songwriter Royalties: Christina Milian, O Town, & More",,4331,43.0,
life_of_rights,Music Featured in Reality TV Franchises,,4340,2293.0,
life_of_rights,"Consistent Hip-Hop: Migos, Travis Scott & Young Thug",,4217,39.0,
life_of_rights,Blues Catalog: Joe Bonamassa & Beth Hart,,4319,2.0,
life_of_rights,"Publishing Royalties: Future, Ugly God, and More",,4320,19.0,
life_of_rights,"""Beautiful Lady"" by Gyptian & More",,4193,2.0,
life_of_rights,Diverse Performance Royalties: Production + Dance,,3649,60.0,
life_of_rights,"Publishing: ""Electric Love"" From BØRNS",,4289,7.0,
life_of_rights,"""Electric Love"" By BØRNS - Songwriter Royalties",,4254,8.0,
10_year,K-Pop Catalog Featuring Daniel Kang,,4278,13.0,
life_of_rights,Swedish Hip-Hop From Yasin + More,,4233,27.0,
life_of_rights,Hip-Hop Publishing Royalties Featuring Max B,,4274,54.0,
life_of_rights,Eric Bellinger Songwriter Royalties,,4237,12.0,
partial_10_year,Performance Royalties From Tinashe & Others,,4236,2.0,
life_of_rights,Head & The Heart Indie-Folk + More Songwriter Royalties,,4257,17.0,
life_of_rights,Consistent Hip-Hop Royalties Featuring Ca$h Out,,4167,135.0,
life_of_rights,"Hip-Hop & R&B: Jacquees, Tory Lanez & More",,4219,62.0,
life_of_rights,Harry Styles Debut Album - Domestic (U.S.) Royalties Only,,4266,11.0,
life_of_rights,Consistent Mac Miller & Wiz Khalifa Royalties,,4030,98.0,
30_year,"""Chill Bill"" by Rob $tone featuring J.Davis & Spooks",,4253,4.0,
life_of_rights,Rising Hip-Hop Driven By Streaming,,4255,237.0,
life_of_rights,Electronic Songwriter Royalties: Call Me Karizma & Illenium,,4126,2.0,
30_year,"J.Lo's #1 Global Dance Hit ""Waiting For Tonight""",,4202,32.0,
10_year,Swedish EDM Featuring Cazzette,,4201,45.0,
life_of_rights,Diverse R&B Catalog,,4015,93.0,
10_year,K-Pop Catalog: Daniel Kang & Exo-Sc,,4222,19.0,
life_of_rights,"""Drip"" From Cardi B & Other Hip-Hop",,4218,43.0,
10_year,"Hip-Hop & R&B Publishing: SZA, Isaiah Rashad, + Others",,4240,14.0,
10_year,Publishing From SZA + Rihanna,,4239,8.0,
life_of_rights,Publishing: Global Pop/Dance Featuring Conrad Sewell,,4227,56.0,
life_of_rights,"""Dive In"" by Trey Songz - Songwriter Royalties",,4133,9.0,
partial_10_year,Streaming Hip-Hop Featuring J. Cole,,3516,10.0,
life_of_rights,"""Your Love is Rated X"" - Johnnie Taylor + More - Publishing Royalties",,4136,8.0,
life_of_rights,"""Stop Cappin"" by Blueface & More",,4221,4.0,
life_of_rights,"Music From TV Show ""Cheaters""",,3932,9.0,
life_of_rights,"Songwriter Royalties - The Game, Machine Gun Kelly, & Others",,4211,11.0,
life_of_rights,"Songwriter Royalties: Danny Gokey, Sidewalk Prophets & More",,4188,35.0,
life_of_rights,Publishing Royalties: Luh Soldier & More,,4170,31.0,
life_of_rights,"Royalties from British Dance Music Hit ""House Every Weekend""",,4013,3.0,
life_of_rights,"Hip-Hop: Kevin Gates, Trae Tha Truth & Others",,4203,15.0,
life_of_rights,Platinum Hit by Rae Sremmurd and More,,3985,19.0,
life_of_rights,"""Rise"" by Danny Gokey & More",,4191,8.0,
life_of_rights,Songwriter Royalties: Luh Soldier & More,,4169,50.0,
life_of_rights,Consistent Indie Rock Publishing Royalties,,4083,98.0,
life_of_rights,Songwriter Royalties from Punk-Rock Band - Set It Off,,4164,52.0,
life_of_rights,Pop and R&B From Shakira & Jamie Foxx,,3081,35.0,
life_of_rights,"""Beautiful Lady"" by Gyptian & More",,4166,2.0,
life_of_rights,Consistent Songwriter Royalties: Akon & Others,,4165,4.0,
30_year,Songwriter Royalties: Queen Naija and K Michelle,,4152,2.0,
life_of_rights,"Discovery, Bravo + More - TV and Film Cues",,4130,312.0,
life_of_rights,"Publishing Royalties: Ray J's ""Sexy Can I""",,4078,3.0,
30_year,"""Love"" by We Are Messengers - Songwriter Royalties",,4098,2.0,
life_of_rights,Soulja Boy & Beyoncé - Songwriter Royalties,,4103,66.0,
life_of_rights,A$AP Ferg: Songwriter Royalties,,4102,12.0,
life_of_rights,Underground Hip-Hop: Rome Fortune,,4014,31.0,
life_of_rights,"R&B Songwriter Royalties: Case, Mary J. Blige, & Foxy Brown",,4097,58.0,
life_of_rights,SZA + Rihanna: Songwriter Royalties,,4093,27.0,
life_of_rights,Publishing From Soulja Boy & Beyoncé,,4086,58.0,
life_of_rights,"Songwriter Royalties: Ray J's ""Sexy Can I""",,4096,6.0,
10_year,Khalid & Bryson Tiller Producer Royalties,,4095,93.0,
life_of_rights,"Royalties from Viral Hit ""Wobble"" + More",,4039,90.0,
life_of_rights,Hip-Hop Publishing: A$AP Ferg & More,,4094,6.0,
partial_10_year,"Pop: Enrique Iglesias, Rihanna, Jay Sean & Ciara",,3827,15.0,
life_of_rights,Indie Rock Sound Recording Royalties,,4084,20.0,
life_of_rights,Publishing Royalties: Global Pop,,4090,52.0,
10_year,"Hits From Khalid: 7X Platinum ""Location"" & More",,4081,80.0,
life_of_rights,"Rita Ora's ""New Look"" & More - Songwriter Royalties",,4069,5.0,
partial_10_year,10-Year-Old Hip-Hop/Electronica,,3969,3.0,
life_of_rights,American Rock Band Yellowcard - Songwriter Royalties,,4061,192.0,
life_of_rights,Publishing: Future & YoungBoy Never Broke Again,,4075,9.0,
10_year,Indie Hip-Hop/Soul - Songwriter Royalties,,4080,133.0,
life_of_rights,Yellowcard's Hopeless Records Royalties,,4082,131.0,
life_of_rights,Tracks from Conrad Sewell + More - Songwriter Royalties,,4076,24.0,
life_of_rights,Publishing Royalties: Alt-Rock Band Yellowcard,,4063,70.0,
life_of_rights,"Yellowcard Album ""Southern Air"" - Publishing Royalties",,4066,20.0,
life_of_rights,"Hip-Hop Publishing: Rich Homie Quan, Tyga, & More",,4074,66.0,
life_of_rights,Hip-Hop Royalties ft. Dave East and More,,4024,38.0,
30_year,Tracks from Sanctus Real - Songwriter Royalties,,4073,4.0,
life_of_rights,Electronic Songwriter Royalties: Call Me Karizma & Illenium,,4068,2.0,
life_of_rights,"""Eyes Closed"" + More from 2 Pistols - Publishing Royalties",,4072,13.0,
life_of_rights,Hip-Hop from 2 Pistols - Songwriter Royalties,,4067,38.0,
life_of_rights,Production Music: Sportscasts & Reality TV,,4057,190.0,
partial_10_year,Diverse Pop & R&B Catalog,,2807,401.0,
partial_10_year,Established Streaming-Driven Hip-Hop,,3679,178.0,
life_of_rights,Wisin & Yandel Publishing Royalties,,4060,96.0,
life_of_rights,"Music From The Award-Winning ""Shrek"" Film Franchise",,4050,643.0,
life_of_rights,Pop From Backstreet Boys & More,,3705,103.0,
life_of_rights,"""Your Love is Rated X"" - Johnnie Taylor + More - Publishing Royalties",,4054,8.0,
life_of_rights,90s Dance/Hip-Hop + Fatboy Slim,,3715,53.0,
partial_10_year,Growing Streaming Earnings from Hip-Hop,,3528,99.0,
30_year,Wisin & Yandel ft. Jennifer Lopez + More - Songwriter Royalties,,4048,18.0,
life_of_rights,"Dance Music: DJ Cassidy, R. Kelly, Robin Thicke",,4047,97.0,
partial_10_year,"Southern Hip-Hop: Huey's ""Pop, Lock & Drop It""",,3751,77.0,
life_of_rights,"New Kids on The Block, Akon + More - Publishing Royalties",,4046,6.0,
life_of_rights,Quando Rondo + More - Songwriter Royalties,,4044,10.0,
life_of_rights,Quando Rondo + OMB Peezy - Publishing Royalties,,4041,17.0,
life_of_rights,Pop from Kristinia DeBarge and More,,4033,30.0,
life_of_rights,"Jason Aldean's ""Ride All Night,""  Tyler Farr  + More - Songwriter Royalties",,4022,7.0,
life_of_rights,"Beyoncé, Rita Ora, Kylie Minogue & More",,3063,71.0,
life_of_rights,"""Dive In"" by Trey Songz - Songwriter Royalties",,4016,9.0,
life_of_rights,Underground Hip-Hop: Rome Fortune,,3993,31.0,
10_year,"""America's Got Talent"" + More - TV and Film Placements",,3976,197.0,
partial_10_year,International Catalog Featuring Shakira and More,,3190,16.0,
partial_10_year,10-Year-Old Hip-Hop/Electronica,,2828,2.0,
partial_10_year,10-Year-Old Consistent Rock from Evans Blue,,2809,29.0,
partial_10_year,Streaming-Driven New Releases,,3117,8.0,
life_of_rights,Dickie Goodman: Pioneer of Sampling,,3082,127.0,
partial_10_year,Multi-Platinum Ariana Grande & Justin Bieber,,3211,14.0,
partial_10_year,Asset #3116,,3116,236.0,
partial_10_year,Growing Streaming Earnings from Hip-Hop,,2813,99.0,
partial_10_year,Asset #3048,,3048,99.0,
partial_10_year,Platinum Performance Royalties: Nicki Minaj & Rihanna,,3307,158.0,
partial_10_year,Asset #3113,,3113,160.0,
partial_10_year,Asset #3079,,3079,2.0,
partial_10_year,"Reality TV Placements: E! Network, Bravo, and More",,2816,285.0,
partial_10_year,Asset #3083,,3083,10.0,
partial_10_year,Asset #2990,,2990,129.0,
partial_10_year,Music From Popular Children’s TV Series,,2784,68.0,
partial_10_year,Asset #3033,,3033,62.0,
partial_10_year,Asset #2972,,2972,77.0,
partial_10_year,Asset #2919,,2919,59.0,
partial_10_year,Asset #2901,,2901,159.0,
partial_10_year,Commercial Music Placed in TV and Film,,2798,5.0,
partial_10_year,Rock + Production Music in TV & Commercials,,2820,178.0,
partial_10_year,Asset #2915,,2915,26.0,
partial_10_year,80s-90s Hip-Hop/Electronic Featuring The Prodigy,,2904,29.0,
partial_10_year,R&B From Grammy-Nominated Amerie,,2795,79.0,
partial_10_year,"Production Catalog: Latin, Urban & Hip-Hop",,2824,369.0,
partial_10_year,"Streaming-Driven, 10-Year Old Hip-Hop",,2837,330.0,
partial_10_year,Multi-Platinum Ariana Grande & Justin Bieber,,3800,3.0,
partial_30_year,"""Chill Bill"" by Rob $tone featuring J.Davis & Spooks",,4292,4.0,
partial_10_year,Songwriter Royalties From Popular Angel Taylor Tracks,,5745,13.0,
partial_10_year,Pop & Hip-Hop With International Influence,,5720,12.0,
partial_10_year,Grammy-Awarded Artist Chris Brown,,5710,5.0,
partial_10_year,International Pop & Hip-Hop Catalog,,5690,30.0,
partial_10_year,R&B & Pop Catalog: Featuring Trey Songz,,5568,16.0,
partial_10_year,Streaming Hip-Hop Catalog,,5567,13.0,
partial_10_year,"Reality TV Placements: E! Network, Bravo, and More",,5566,285.0,
partial_10_year,10-Year-Old Consistent Rock from Evans Blue,,5528,29.0,
partial_10_year,International Pop and Hip-Hop,,5514,25.0,
partial_10_year,Consistent Smooth Jazz Royalties,,5477,52.0,
partial_10_year,"Royalties from Coldplay & Beyonce's ""Hymn for the Weekend""",,5295,2.0,
partial_10_year,Diverse Pop & R&B Catalog,,4077,403.0,
partial_10_year,"Fergie Hit ""L.A. Love"" and More Streaming Heavy Royalties",,3965,315.0,
partial_10_year,Streaming-Driven New Releases,,3738,8.0,
partial_10_year,25-Year-Old #1 Dance Club Hit,,3660,109.0,
life_of_rights,Songwriting Royalties for The Outsiders,,6160,2.0,
life_of_rights,"Lil Baby, Drake, Juice WRLD + more - Songwriting Royalties",,6145,34.0,
